"class_name","full_type","title","title_key","description_key","card_type","rarity","target_type","multiplayer_constraint","is_upgradable","description","plain_description","mentions_statuses","strict_callouts","mention_only_statuses","applies_vulnerable","applies_weak","gains_strength","gains_vigor","grants_double_damage","gains_focus","applies_poison","support_signal"
"Capacitor","MegaCrit.Sts2.Core.Models.Cards.Capacitor","Capacitor","CAPACITOR.title","CAPACITOR.description","Power","Uncommon","Self","None","True","Gain {Repeat:diff()} Orb Slots.","Gain Repeat Orb Slots.","","","","False","False","False","False","False","False","False","False"
"CaptureSpirit","MegaCrit.Sts2.Core.Models.Cards.CaptureSpirit","Capture Spirit","CAPTURE_SPIRIT.title","CAPTURE_SPIRIT.description","Skill","Uncommon","AnyEnemy","None","True","Enemy loses {Damage:diff()} HP.
Add {Cards:diff()} [gold]{Cards:plural:Soul|Souls}[/gold] into your [gold]Draw Pile[/gold].","Enemy loses Damage HP. Add Cards Cards into your Draw Pile.","","","","False","False","False","False","False","False","False","False"
"Cascade","MegaCrit.Sts2.Core.Models.Cards.Cascade","Cascade","CASCADE.title","CASCADE.description","Skill","Rare","Self","None","True","Play the top X{IfUpgraded:show:+1} cards of your [gold]Draw Pile[/gold].","Play the top XIfUpgraded cards of your Draw Pile.","","","","False","False","False","False","False","False","False","False"
"Catastrophe","MegaCrit.Sts2.Core.Models.Cards.Catastrophe","Catastrophe","CATASTROPHE.title","CATASTROPHE.description","Skill","Uncommon","Self","None","True","Play {Cards:diff()} random {Cards:plural:card|cards} from your [gold]Draw Pile[/gold].","Play Cards random Cards from your Draw Pile.","","","","False","False","False","False","False","False","False","False"
"CelestialMight","MegaCrit.Sts2.Core.Models.Cards.CelestialMight","Celestial Might","CELESTIAL_MIGHT.title","CELESTIAL_MIGHT.description","Attack","Common","AnyEnemy","None","True","Deal {Damage:diff()} damage {Repeat:diff()} {Repeat:plural:time|times}.","Deal Damage damage Repeat Repeat.","","","","False","False","False","False","False","False","False","False"
"Chaos","MegaCrit.Sts2.Core.Models.Cards.Chaos","Chaos","CHAOS.title","CHAOS.description","Skill","Uncommon","Self","None","True","[gold]Channel[/gold] {Repeat:diff()} random {Repeat:plural:Orb|Orbs}.","Channel Repeat random Repeat.","","","","False","False","False","False","False","False","False","False"
"Charge","MegaCrit.Sts2.Core.Models.Cards.Charge","CHARGE!!","CHARGE.title","CHARGE.description","Skill","Uncommon","Self","None","True","Choose {Cards:diff()} {Cards:plural:card|cards} in your [gold]Draw Pile[/gold] to [gold]Transform[/gold] into
[gold]{Cards:plural:{IfUpgraded:show:Minion Dive Bomb+|Minion Dive Bomb}[/gold]|{IfUpgraded:show:Minion Dive Bombs+|Minion Dive Bombs}[/gold]}.","Choose Cards Cards in your Draw Pile to Transform into Cards|IfUpgraded}.","","","","False","False","False","False","False","False","False","False"
"ChargeBattery","MegaCrit.Sts2.Core.Models.Cards.ChargeBattery","Charge Battery","CHARGE_BATTERY.title","CHARGE_BATTERY.description","Skill","Common","Self","None","True","Gain {Block:diff()} [gold]Block[/gold].
Next turn, gain {Energy:energyIcons()}.","Gain Block Block. Next turn, gain Energy.","","","","False","False","False","False","False","False","False","False"
"ChildOfTheStars","MegaCrit.Sts2.Core.Models.Cards.ChildOfTheStars","Child of the Stars","CHILD_OF_THE_STARS.title","CHILD_OF_THE_STARS.description","Power","Uncommon","Self","None","True","Whenever you spend {singleStarIcon}, gain {BlockForStars:diff()} [gold]Block[/gold] for each {singleStarIcon} spent.","Whenever you spend singleStarIcon, gain BlockForStars Block for each singleStarIcon spent.","","","","False","False","False","False","False","False","False","False"
"Chill","MegaCrit.Sts2.Core.Models.Cards.Chill","Chill","CHILL.title","CHILL.description","Skill","Uncommon","Self","None","True","[gold]Channel[/gold] 1 [gold]Frost[/gold] for each enemy.","Channel 1 Frost for each enemy.","","","","False","False","False","False","False","False","False","False"
"Cinder","MegaCrit.Sts2.Core.Models.Cards.Cinder","Cinder","CINDER.title","CINDER.description","Attack","Common","AnyEnemy","None","True","Deal {Damage:diff()} damage.
[gold]Exhaust[/gold] 1 card at random.","Deal Damage damage. Exhaust 1 card at random.","","","","False","False","False","False","False","False","False","False"
"Clash","MegaCrit.Sts2.Core.Models.Cards.Clash","Clash","CLASH.title","CLASH.description","Attack","Event","AnyEnemy","None","True","Can only be played if every card in your [gold]Hand[/gold] is an Attack.
Deal {Damage:diff()} damage.","Can only be played if every card in your Hand is an Attack. Deal Damage damage.","","","","False","False","False","False","False","False","False","False"
"Claw","MegaCrit.Sts2.Core.Models.Cards.Claw","Claw","CLAW.title","CLAW.description","Attack","Common","AnyEnemy","None","True","Deal {Damage:diff()} damage.
Increase the damage of ALL Claw cards by {Increase:diff()} this combat.","Deal Damage damage. Increase the damage of ALL Claw cards by Increase this combat.","","","","False","False","False","False","False","False","False","False"
"Cleanse","MegaCrit.Sts2.Core.Models.Cards.Cleanse","Cleanse","CLEANSE.title","CLEANSE.description","Skill","Uncommon","Self","None","True","[gold]Summon[/gold] {Summon:diff()}.
[gold]Exhaust[/gold] 1 card from your [gold]Draw Pile[/gold].","Summon Summon. Exhaust 1 card from your Draw Pile.","","","","False","False","False","False","False","False","False","False"
"CloakAndDagger","MegaCrit.Sts2.Core.Models.Cards.CloakAndDagger","Cloak and Dagger","CLOAK_AND_DAGGER.title","CLOAK_AND_DAGGER.description","Skill","Common","Self","None","True","Gain {Block:diff()} [gold]Block[/gold].
Add {Cards:diff()} [gold]{Cards:plural:Shiv|Shivs}[/gold] into your [gold]Hand[/gold].","Gain Block Block. Add Cards Cards into your Hand.","","","","False","False","False","False","False","False","False","False"
"CloakOfStars","MegaCrit.Sts2.Core.Models.Cards.CloakOfStars","Cloak of Stars","CLOAK_OF_STARS.title","CLOAK_OF_STARS.description","Skill","Common","Self","None","True","Gain {Block:diff()} [gold]Block[/gold].","Gain Block Block.","","","","False","False","False","False","False","False","False","False"
"Clumsy","MegaCrit.Sts2.Core.Models.Cards.Clumsy","Clumsy","CLUMSY.title","CLUMSY.description","Curse","Curse","None","None","False","","","","","","False","False","False","False","False","False","False","False"
"ColdSnap","MegaCrit.Sts2.Core.Models.Cards.ColdSnap","Cold Snap","COLD_SNAP.title","COLD_SNAP.description","Attack","Common","AnyEnemy","None","True","Deal {Damage:diff()} damage.
[gold]Channel[/gold] 1 [gold]Frost[/gold].","Deal Damage damage. Channel 1 Frost.","","","","False","False","False","False","False","False","False","False"
"CollisionCourse","MegaCrit.Sts2.Core.Models.Cards.CollisionCourse","Collision Course","COLLISION_COURSE.title","COLLISION_COURSE.description","Attack","Common","AnyEnemy","None","True","Deal {Damage:diff()} damage.
Add a [gold]Debris[/gold] into your [gold]Hand[/gold].","Deal Damage damage. Add a Debris into your Hand.","","","","False","False","False","False","False","False","False","False"
"Colossus","MegaCrit.Sts2.Core.Models.Cards.Colossus","Colossus","COLOSSUS.title","COLOSSUS.description","Skill","Uncommon","Self","None","True","Gain {Block:diff()} [gold]Block[/gold].
You receive 50% less damage from [gold]Vulnerable[/gold] enemies this turn.","Gain Block Block. You receive 50% less damage from Vulnerable enemies this turn.","Vulnerable","","Vulnerable","False","False","False","False","False","False","False","False"
"Comet","MegaCrit.Sts2.Core.Models.Cards.Comet","Comet","COMET.title","COMET.description","Attack","Rare","AnyEnemy","None","True","Deal {Damage:diff()} damage.
Apply {WeakPower:diff()} [gold]Weak[/gold].
Apply {VulnerablePower:diff()} [gold]Vulnerable[/gold].","Deal Damage damage. Apply WeakPower Weak. Apply VulnerablePower Vulnerable.","Vulnerable;Weak","Vulnerable;Weak","","True","True","False","False","False","False","False","False"
"Compact","MegaCrit.Sts2.Core.Models.Cards.Compact","Compact","COMPACT.title","COMPACT.description","Skill","Uncommon","Self","None","True","Gain {Block:diff()} [gold]Block[/gold].
[gold]Transform[/gold] all Status cards in your [gold]Hand[/gold] into [gold]{IfUpgraded:show:Fuel+|Fuel}[/gold].","Gain Block Block. Transform all Status cards in your Hand into IfUpgraded.","","","","False","False","False","False","False","False","False","False"
"CompileDriver","MegaCrit.Sts2.Core.Models.Cards.CompileDriver","Compile Driver","COMPILE_DRIVER.title","COMPILE_DRIVER.description","Attack","Common","AnyEnemy","None","True","Deal {Damage:diff()} damage.
Draw 1 card for each unique Orb you have.{InCombat:
(Draw {CalculatedCards:diff()} {CalculatedCards:plural:card|cards})|}","Deal Damage damage. Draw 1 card for each unique Orb you have.InCombat CalculatedCards)|}","","","","False","False","False","False","False","False","False","False"
"Conflagration","MegaCrit.Sts2.Core.Models.Cards.Conflagration","Conflagration","CONFLAGRATION.title","CONFLAGRATION.description","Attack","Rare","AllEnemies","None","True","Deal {CalculatedDamage:diff()} damage to ALL enemies.
Deals {ExtraDamage:diff()} additional damage for each other Attack you've played this turn.","Deal CalculatedDamage damage to ALL enemies. Deals ExtraDamage additional damage for each other Attack you've played this turn.","","","","False","False","False","False","False","False","False","False"
"Conqueror","MegaCrit.Sts2.Core.Models.Cards.Conqueror","Conqueror","CONQUEROR.title","CONQUEROR.description","Skill","Uncommon","AnyEnemy","None","True","[gold]Forge[/gold] {Forge:diff()}.
[gold]Sovereign Blade[/gold] deals double damage to the enemy this turn.","Forge Forge. Sovereign Blade deals double damage to the enemy this turn.","DoubleDamage","DoubleDamage","","False","False","False","False","True","False","False","False"
"ConsumingShadow","MegaCrit.Sts2.Core.Models.Cards.ConsumingShadow","Consuming Shadow","CONSUMING_SHADOW.title","CONSUMING_SHADOW.description","Power","Rare","Self","None","True","[gold]Channel[/gold] {Repeat:diff()} [gold]Dark[/gold].
At the end of your turn, [gold]Evoke[/gold] your leftmost Orb.","Channel Repeat Dark. At the end of your turn, Evoke your leftmost Orb.","","","","False","False","False","False","False","False","False","False"
"Convergence","MegaCrit.Sts2.Core.Models.Cards.Convergence","Convergence","CONVERGENCE.title","CONVERGENCE.description","Skill","Uncommon","Self","None","True","Next turn,
gain {Energy:energyIcons()} and {Stars:starIcons()}.
[gold]Retain[/gold] your [gold]Hand[/gold] this turn.","Next turn, gain Energy and Stars. Retain your Hand this turn.","","","","False","False","False","False","False","False","False","False"
"Coolant","MegaCrit.Sts2.Core.Models.Cards.Coolant","Coolant","COOLANT.title","COOLANT.description","Power","Rare","Self","None","True","At the start of your turn, gain {CoolantPower:diff()} [gold]Block[/gold] for each unique Orb you have.","At the start of your turn, gain CoolantPower Block for each unique Orb you have.","","","","False","False","False","False","False","False","False","False"
"Coolheaded","MegaCrit.Sts2.Core.Models.Cards.Coolheaded","Coolheaded","COOLHEADED.title","COOLHEADED.description","Skill","Common","Self","None","True","[gold]Channel[/gold] 1 [gold]Frost[/gold].
Draw {Cards:diff()} {Cards:plural:card|cards}.","Channel 1 Frost. Draw Cards Cards.","","","","False","False","False","False","False","False","False","False"
"Coordinate","MegaCrit.Sts2.Core.Models.Cards.Coordinate","Coordinate","COORDINATE.title","COORDINATE.description","Skill","Uncommon","AnyAlly","MultiplayerOnly","True","Give another player {StrengthPower:diff()} [gold]Strength[/gold] this turn.","Give another player StrengthPower Strength this turn.","Strength","Strength;Support","","False","False","True","False","False","False","False","True"
"CorrosiveWave","MegaCrit.Sts2.Core.Models.Cards.CorrosiveWave","Corrosive Wave","CORROSIVE_WAVE.title","CORROSIVE_WAVE.description","Skill","Rare","Self","None","True","Whenever you draw a card this turn, apply {CorrosiveWave:diff()} [gold]Poison[/gold] to ALL enemies.","Whenever you draw a card this turn, apply CorrosiveWave Poison to ALL enemies.","Poison","Poison","","False","False","False","False","False","False","True","False"
"Corruption","MegaCrit.Sts2.Core.Models.Cards.Corruption","Corruption","CORRUPTION.title","CORRUPTION.description","Power","Ancient","Self","None","True","Skills cost 0 {energyPrefix:energyIcons(1)}.
Whenever you play a Skill, [gold]Exhaust[/gold] it.","Skills cost 0 energyPrefix. Whenever you play a Skill, Exhaust it.","","","","False","False","False","False","False","False","False","False"
"CosmicIndifference","MegaCrit.Sts2.Core.Models.Cards.CosmicIndifference","Cosmic Indifference","COSMIC_INDIFFERENCE.title","COSMIC_INDIFFERENCE.description","Skill","Common","Self","None","True","Gain {Block:diff()} [gold]Block[/gold].
Put a card from your [gold]Discard Pile[/gold] on top of your [gold]Draw Pile[/gold].","Gain Block Block. Put a card from your Discard Pile on top of your Draw Pile.","","","","False","False","False","False","False","False","False","False"
"Countdown","MegaCrit.Sts2.Core.Models.Cards.Countdown","Countdown","COUNTDOWN.title","COUNTDOWN.description","Power","Uncommon","Self","None","True","At the start of your turn, apply {CountdownPower:diff()} [gold]Doom[/gold] to a random enemy.","At the start of your turn, apply CountdownPower Doom to a random enemy.","","","","False","False","False","False","False","False","False","False"
"CrashLanding","MegaCrit.Sts2.Core.Models.Cards.CrashLanding","Crash Landing","CRASH_LANDING.title","CRASH_LANDING.description","Attack","Rare","AllEnemies","None","True","Deal {Damage:diff()} damage to ALL enemies.
Fill your [gold]Hand[/gold] with [gold]Debris[/gold].","Deal Damage damage to ALL enemies. Fill your Hand with Debris.","","","","False","False","False","False","False","False","False","False"
"CreativeAi","MegaCrit.Sts2.Core.Models.Cards.CreativeAi","Creative AI","CREATIVE_AI.title","CREATIVE_AI.description","Power","Rare","Self","None","True","At the start of your turn, add a random Power into your [gold]Hand[/gold].","At the start of your turn, add a random Power into your Hand.","","","","False","False","False","False","False","False","False","False"
"CrescentSpear","MegaCrit.Sts2.Core.Models.Cards.CrescentSpear","Crescent Spear","CRESCENT_SPEAR.title","CRESCENT_SPEAR.description","Attack","Common","AnyEnemy","None","True","Deal {CalculatedDamage:diff()} damage.
Deals {ExtraDamage:diff()} additional damage for ALL your cards that have a {singleStarIcon} cost.","Deal CalculatedDamage damage. Deals ExtraDamage additional damage for ALL your cards that have a singleStarIcon cost.","","","","False","False","False","False","False","False","False","False"
